plateifu,log(N/Ha),log(O/Hb),EW(Ha)
8244-6101,-0.175630996,0.134942931,34.77837563
8244-6102,-0.308317278,-0.425383052,14.38476181
8247-12701,-0.811650198,0.092257238,12.74228215
8247-12702,-0.48125716,-0.526442494,8.783976078
8247-12703,-0.358043462,-0.395432564,15.81133771
8247-12704,-0.378777527,-0.50087759,9.575623989
8247-3701,0.04717836,0.295695231,8.421929836
8247-6101,-0.084804259,0.064726377,13.82655072
8247-6103,0.048573668,0.291352093,7.51778543
8247-6104,-0.062982636,-0.10187667,7.66893065
8247-9101,-0.500071576,-0.811670105,16.81473732
8249-12701,-0.676318693,0.027709611,7.947837472
8249-12703,-0.43020454,-0.509774047,15.90828991
8249-1901,-0.424116746,-0.157147245,89.14763641
8249-3702,-0.54274279,-0.093100135,69.94519043
8249-3703,-0.414150913,-0.409905991,70.32062149
8249-3704,-0.118877447,0.720638016,15.42283344
8249-6101,-0.311608886,-0.507253128,37.24192715
8249-6102,-0.435107285,-0.275209585,44.83865833
8250-12701,0.167255836,0.280450511,10.45825553
8250-12702,-0.450547972,-0.524412027,8.821276188
8250-12703,-0.904097488,0.250898182,9.179081202
8250-12704,-0.161926023,-0.397669501,71.06851578
8250-12705,-0.834319994,0.154103765,35.60437393
8250-1902,-0.01811392,0.23405953,8.376278758
8250-3703,-0.573033851,-0.034660411,146.3200569
8250-3704,-0.408522183,-0.674084032,31.54614401
8250-6101,-0.407465992,-0.468477756,256.8723373
8250-6102,-0.363630878,-0.508422504,6.157661796
8250-6104,-0.327995026,-0.489158308,41.50148582
8252-12701,-1.335689907,0.469624386,7.459240913
8252-12703,-0.396254525,-0.513674524,15.75610399
8252-12704,-0.444310002,-0.311004333,44.85575104
8252-1902,-0.484191384,0.315789867,10.38697076
8252-3701,-0.136351389,-0.157205405,11.6743679
8252-3703,-0.525014091,-0.020505087,59.37861252
8252-3704,-0.174871424,-0.470947993,50.55846596
8252-6102,-0.445002096,-0.644525841,45.53833294
8252-6103,-0.174344277,-0.303044945,139.4946671
8252-6104,-0.36443826,-0.697024796,19.2030139
8252-9101,-0.349039877,-0.207589893,25.87455797
8252-9102,-0.552321739,-0.182145282,129.2421951
8253-12703,-0.104019629,0.193932231,8.253987312
8253-12704,-0.45531772,-0.506153629,10.08961177
8253-1901,0.125650608,0.219061422,6.422119617
8253-3703,-0.456820674,-0.712449656,62.81144905
8253-6101,-0.434722232,-0.678015858,8.397328377
8253-9102,-0.483069738,-0.496845658,23.90575933
8254-12701,-0.48543007,-0.572354746,8.782253742
8254-12702,-0.570118199,-0.143382764,6.9559623
8254-12703,-0.484026746,-0.250165896,38.15459538
8254-12704,-0.413038402,-0.560776011,16.92991829
8254-1901,-0.664287481,0.178947477,27.98363018
8254-1902,-0.384233131,-0.688404982,77.92685509
8254-3704,0.078573433,0.17192522,11.00999928
8254-6102,-0.377940938,-0.378350415,7.621981025
8254-6104,-0.496139061,-0.489158297,12.09847546
8254-9101,0.29548595,0.308871364,11.06230211
8254-9102,-0.465660303,-0.552065865,6.441811562
8255-12702,-0.391398876,-0.592592741,7.71148479
8255-12704,-0.401201487,-0.339083462,9.804209948
8255-1901,0.009210197,0.119684653,9.873808622
8255-3701,-0.711331744,0.15800776,27.33609724
8255-6101,0.07719709,0.430655361,16.38230658
8255-6102,-0.351635726,-0.536820403,17.9017849
8255-9102,-0.478658606,-0.441127041,8.099946976
8256-12701,-0.49052752,-0.362579404,22.50230265
8256-12702,-0.814366594,0.095996722,9.100744963
8256-12704,0.079285101,0.7062428,23.37833548
8256-3703,-0.155636894,-0.133608353,6.265015284
8256-9102,-1.228622864,0.64646007,287.2591248
8257-12701,-0.221498449,-0.075080741,249.1026421
8257-12702,-0.588817526,-0.159064283,17.39908886
8257-12703,-0.396294941,-0.61956306,49.36999655
8257-12705,-0.09218564,0.176915327,31.50357771
8257-1902,-0.040647697,0.043031383,7.597826123
8257-3703,-0.191000511,-0.309589635,53.17989826
8257-3704,-0.948349458,0.351049196,83.7734623
8257-6101,-0.07083239,0.12855546,15.88969707
8257-6102,-0.476949459,-0.199667222,8.984755278
8257-6103,0.245184052,0.720256927,8.950587749
8257-9101,-0.457588297,-0.620286924,12.53996515
8257-9102,-0.327620979,-0.482907241,57.68893909
8258-12701,-0.452833768,-0.403062646,6.545755863
8258-12703,-0.275150526,-0.010828387,10.44074368
8258-12704,0.211758996,0.177223725,6.00592947
8258-12705,-0.067225307,0.058375403,10.82424212
8258-1901,-0.368889419,-0.10731687,37.81029034
8258-1902,-0.317001029,-0.262544715,10.71054864
8258-3701,-0.455590288,-0.391380441,50.08985329
8258-3702,-0.549077685,-0.119467882,6.326743245
8258-3704,-0.535782114,-0.366473306,53.00763893
8258-6101,-0.756849676,0.128878469,7.431924939
8258-6102,0.160089689,0.186816489,7.906061172
8258-9101,-0.275152806,-0.413134186,72.41454506
8258-9102,-0.13949572,0.167060418,10.21323109
8259-12701,-0.754757123,-0.013106409,9.297898054
8259-12702,-0.379955587,-0.553780347,9.575522423
8259-12703,-0.585175929,-0.081512161,15.90761828
8259-1902,-0.354849093,-0.696211846,25.04620504
8259-3702,-0.260800423,-0.138950725,12.83273172
8259-3704,-0.401028417,-0.594758391,36.64984798
8259-6101,-0.650146015,-0.036220408,20.89227581
8259-6103,-0.209394995,-0.209057321,12.58893108
8259-6104,-0.519924243,-0.64145146,13.40884447
8259-9101,-1.086550024,0.429382491,21.03067493
8260-12701,-0.332487091,-0.369852762,21.73012447
8260-12702,-0.795177534,0.216852432,17.74890041
8260-12703,-0.429237345,-0.18926926,10.84826803
8260-12704,-0.510967125,-0.204320003,20.27971792
8260-1901,-0.708802441,0.76203164,17.1202836
8260-3703,-0.39291263,-0.287921473,7.516479135
8260-6101,-0.653940961,0.110043738,188.0925255
8260-6103,-0.464306578,-0.376679669,12.89839911
8260-6104,-0.482038144,-0.096046236,12.91698194
8260-9101,-0.05871318,0.424734887,71.45355797
8261-12703,-0.72463385,0.180380002,126.2464962
8261-12705,-0.46266818,-0.646060026,23.82950926
8261-1901,-0.464827956,-0.749294515,39.04362297
8261-3701,-0.146114855,0.064951875,13.01305938
8261-6102,-0.37428541,-0.316572772,13.10583305
8261-6103,-0.193543351,-0.006765195,29.06108618
8261-9102,-0.695935764,0.000692055,6.040552616
8262-12704,-0.34932447,-0.028317016,9.267600298
8262-1901,-0.478397673,-0.734960202,43.54413795
8262-1902,-0.705904882,0.23391458,25.86214542
8262-3701,-0.606409088,-0.14455194,101.9860229
8262-3702,-0.485936576,-0.019360332,63.50024986
8262-3703,-0.044171554,-0.015121935,6.867768407
8262-3704,-0.740350502,-0.02548706,8.080304623
8262-6101,-0.713841712,0.018562976,20.48646116
8262-9101,0.249199111,0.651499578,10.97875643
8262-9102,-0.302015087,-0.773824224,305.6708755
8263-12701,-0.317844283,-0.068768228,7.792838216
8263-12703,-0.554321423,-0.275898691,47.58946514
8263-12705,-0.353015147,-0.305848752,7.07811141
8263-1901,-0.52548691,-0.285473241,45.64751625
8263-3701,-0.232890794,-0.404508898,17.27643585
8263-3703,-0.473495539,-0.523666896,14.93803811
8263-6101,-0.460762825,-0.636581134,14.24181247
8263-6102,-0.707755433,0.027218527,24.7118907
8263-6104,-0.011197203,-0.008296746,9.639151812
8274-12701,-0.50753933,-0.335127224,23.38071012
8274-12702,-0.850396401,0.115437115,9.454679489
8274-12704,0.07840842,0.6929025,21.48801231
8274-9102,-1.22166471,0.648356216,262.9238358
8309-3702,-0.175589,0.310640117,16.47607422
8309-3703,-0.901502637,0.424617427,443.3678894
8309-6103,-0.808714676,0.159530479,10.4201262
8309-6104,-0.511201128,-0.472909663,31.29181814
8309-9102,-0.044927588,-0.11073137,13.90703487
8312-12701,-0.599797011,-0.297119069,12.98161507
8312-12702,-0.23672958,-0.375361231,24.50617027
8312-12703,-0.306962998,-0.377128668,24.98312902
8312-12704,-0.377356665,-0.492268705,22.97274828
8312-6102,-0.078851888,0.052889139,21.05256557
8313-12701,-0.406611264,-0.544522797,39.44182205
8313-12702,-0.475777715,-0.684026699,60.12093353
8313-12703,-0.446527413,-0.515403619,20.43101645
8313-1901,-0.926636417,0.445380604,229.9460258
8313-1902,-0.58263279,0.0037505,24.78748894
8313-3703,-0.511149279,0.058885351,63.57608318
8313-6101,0.307625099,0.901555421,8.565042019
8313-6103,-0.427488306,-0.408304274,57.81575871
8313-6104,-0.791448293,0.239379949,31.37925625
8313-9101,-0.0105988,-0.014806137,14.37813425
8313-9102,0.162823527,0.28964605,7.721524119
8314-12701,-0.51134344,-0.709843048,53.81339073
8314-12703,-0.235163538,-0.278040255,13.35939384
8314-12704,-0.382428957,-0.365263355,14.69887781
8314-12705,-0.034885406,-0.034261561,9.880014896
8314-1902,-0.197405967,0.28265954,45.96977043
8314-3702,-0.455026993,-0.598144162,34.93306637
8314-3704,0.059529297,-0.080717628,19.83544016
8314-6101,-0.511442108,-0.469937419,33.14557934
8314-6102,-0.445685214,-0.571863516,15.39300752
8314-6103,-0.173874841,-0.301657358,128.5573235
8314-9101,-0.493258853,-0.130515328,35.9498291
8315-12704,-0.285896199,-0.088039482,6.707212567
8315-12705,-0.260446272,-0.425979021,38.3303175
8315-1902,-1.171889484,-0.183081995,10.22565079
8315-6101,-0.518134586,-0.350014995,17.72098589
8315-9101,-0.304552842,-0.390561612,11.70154905
8315-9102,-0.243074067,-0.218638483,15.58014274
8317-12704,0.330562836,0.487175123,10.51065278
8317-12705,-0.333776722,-0.026176523,7.400170644
8317-1902,-1.483769654,0.795394961,6.522437572
8317-6101,-0.506965423,-0.267188304,7.455350757
8317-6102,-0.353096837,-0.277751614,18.44674349
8317-9101,-0.229666392,-0.460760144,28.34469461
8317-9102,-0.521521835,-0.109290837,6.495738387
8318-12702,-0.231460191,-0.135816464,15.54175758
8318-12703,0.125986801,0.329068363,12.71562839
8318-12704,-0.352342159,-0.584561334,6.272370974
8318-12705,-0.472821223,-0.69155132,21.46910858
8318-1901,0.100136076,0.486186031,6.102970441
8318-3702,-0.502753706,-0.303406109,8.825261593
8318-3703,-0.06379973,0.618069613,11.93446589
8318-3704,-0.00064099,0.685725737,22.64490652
8318-6101,-0.441438819,-0.759735405,23.95995474
8318-6102,0.091376601,0.055808738,55.84161949
8318-6104,-0.430657311,-0.572766105,11.72373509
8318-9101,-0.545014705,-0.286708691,42.86987495
8318-9102,-0.472970146,-0.547090505,23.46857214
8319-12704,-0.279024443,-0.457686019,20.03646708
8319-3701,-0.45893497,-0.56660715,29.40563488
8319-3703,-0.358826633,-0.402105764,22.02965355
8319-6102,-0.126345363,0.029728318,9.709614277
8319-9101,-0.43977491,-0.572231925,14.7283113
8322-12701,-0.648478778,-0.074381778,16.33481359
8322-12702,0.091120396,0.398430469,26.72945976
8322-12704,-0.183600277,-0.156547083,32.87556744
8322-1901,-0.297580902,-0.595104239,132.6994781
8322-3701,-0.257403322,0.095501577,141.5890732
8322-3704,-0.409625359,-0.39844823,17.80759239
8322-6101,-0.38205388,-0.285569133,9.108192205
8322-6102,-0.334950913,-0.387277694,31.71281862
8322-6103,-0.608073053,-0.109223787,88.64077759
8322-9101,-0.696674677,0.177776339,199.1774139
8322-9102,-0.35329998,-0.403230753,17.36065102
8323-12701,-0.676221386,0.03685471,47.37355042
8323-12702,-1.068063692,0.407491649,20.71994114
8323-3701,-0.585319082,0.217609699,6.874535084
8323-3703,-0.258199449,-0.270564413,12.18711686
8323-6101,-0.046547742,0.06685668,10.80129743
8323-6103,-0.049107566,-0.021312316,24.75229597
8323-9102,-0.66166245,-0.035483619,18.78030586
8324-12701,-0.008188491,-0.100401627,20.37566996
8324-12702,0.034161128,0.316395603,13.0727191
8324-12703,-0.44623593,-0.724046974,29.51837969
8324-12704,-0.479432909,-0.34226088,6.226704756
8324-3701,-0.118911286,-0.16545949,13.05431151
8324-3702,-0.520918902,-0.282309831,16.40769672
8324-6103,-0.369728595,-0.411304824,11.76583552
8324-6104,0.158221175,0.142682803,17.62370157
8324-9101,-0.43780394,-0.58825638,28.69768
8325-12702,-0.857034201,0.303303845,89.85989952
8325-12703,-0.264758204,-0.399907839,19.04397249
8325-3701,-0.789273075,0.136845673,73.18932152
8325-3702,-0.725017582,0.040113494,11.75508165
8325-3703,-0.699339175,0.019675889,20.29277563
8325-9102,-0.312004836,-0.412415479,14.44262075
8326-12701,-0.316731042,-0.410726799,19.46738434
8326-12702,-0.419700734,-0.512588509,7.465829372
8326-12703,-0.475423017,-0.500347559,15.95679855
8326-12705,-0.851423515,0.214923065,7.608822703
8326-6102,0.035265981,0.383960432,39.67256737
8327-12701,-0.317339248,-0.146140458,6.17304337
8327-12702,-0.410566324,-0.655952521,26.04320097
8327-12704,-0.461138668,-0.59708861,13.34098005
8327-1901,-0.61469676,-0.012182833,16.96278048
8327-3703,-0.503677882,-0.411776757,21.50475454
8327-6104,-0.174925324,-0.013923688,17.96281624
8327-9102,-0.50451696,-0.280852247,28.48150015
8328-12701,-0.183304742,0.165597427,7.678198218
8328-12702,-0.265005497,-0.473102693,55.6500721
8328-12704,-0.549193612,-0.085465251,16.78237152
8328-12705,-0.544147643,-0.332249474,16.0292449
8328-1902,0.015324541,0.249556792,12.73878551
8328-3701,-0.425389845,-0.576580583,30.6328063
8328-3704,-0.764510449,0.0383489,6.859577497
8328-6102,0.215513777,0.160964971,7.344707608
8328-9101,-0.222089905,-0.379327102,24.38762474
8328-9102,-0.442723285,-0.582914839,11.20457625
8329-12701,-0.392550848,-0.317106706,13.93765855
8329-12702,-0.745693521,0.046203245,10.16666889
8329-12703,-0.536676089,-0.147352152,10.05134034
8329-12704,-0.52067712,-0.232407702,19.93669081
8329-3701,0.011814222,0.057783868,10.33111978
8329-3702,-0.702248861,0.271591738,32.49682426
8329-6102,0.218529833,0.354685021,11.17058396
8329-6103,-0.212585873,-0.036096538,15.38925385
8329-6104,-0.300923222,-0.436576342,53.60694504
8330-12701,-0.334627493,-0.519216182,16.47045493
8330-12702,-0.344120031,0.178281042,30.40794086
8330-12703,-0.451478667,-0.72904841,23.99254417
8330-12704,-0.481616388,-0.412998786,9.986919165
8330-1902,-0.427309264,-0.6296725,27.95163155
8330-3704,-0.428850177,-0.473455812,38.40750408
8330-6102,-0.361616623,-0.423080169,10.83669329
8330-9101,-0.395959005,-0.434564558,8.421887636
8331-12703,-0.699553851,0.122606897,15.02326727
8331-12704,-0.201010581,-0.477899537,71.78408051
8331-1902,-0.303833447,-0.307317956,8.369506359
8331-3703,-0.439822358,-0.746179824,40.68309879
8331-6101,-0.387703892,-0.727966096,13.81458473
8331-6102,0.103977944,0.15618076,10.01495385
8332-12701,-0.581774618,-0.225325938,26.99195337
8332-12702,0.116423385,0.286970542,8.18069013
8332-12703,-0.082570941,-0.025506007,7.399838328
8332-12704,-0.210934768,-0.004418369,48.97796154
8332-12705,0.166930578,0.549893918,6.078792453
8332-1902,-0.404319171,-0.477240401,213.4784088
8332-3701,-0.139789823,-0.226475484,11.31438756
8332-3702,-0.361056593,-0.219177922,49.50592709
8332-3704,-0.30818604,-0.525902438,10.56750154
8332-9101,-0.398565558,-0.483383551,11.1685245
8332-9102,-0.294254986,-0.254323785,25.70656443
8333-12701,0.025172763,0.051311038,9.319181204
8333-12703,-0.341199517,-0.120432473,24.85933161
8333-1902,-0.726638188,0.15784023,50.90946865
8333-3701,-0.279611009,-0.352282637,8.929130793
8334-12701,-0.361830527,-0.190032696,15.62415814
8334-12702,-0.584928495,-0.107602082,26.87448359
8334-12704,-0.146126498,0.03294764,11.82330966
8334-1902,-0.513098988,-0.333403296,71.68650055
8334-3702,0.141321076,0.687935006,10.99882746
8334-3703,0.086820129,0.2536263,13.69749236
8334-3704,-0.371924273,-0.502152335,12.70709467
8334-6102,-0.546146018,-0.154242716,18.6504674
8334-6103,-0.454603591,-0.179039388,51.6334486
8334-6104,-0.45525317,-0.419488482,11.82370877
8334-9102,-0.465389474,-0.465538849,14.58215427
8335-12701,-0.464156338,-0.283505811,8.134242058
8335-12705,-0.250925071,0.320753654,37.12708092
8335-3702,-0.376039341,-0.378812667,12.92706943
8335-3703,-0.258616944,-0.154515914,16.00785613
8335-3704,-0.471628769,-0.237436869,35.35940075
8335-6101,-0.440615124,-0.05896461,34.58107662
8335-6102,-0.679651536,0.138198319,19.27216959
8335-9102,-0.649142714,0.058666414,22.57808304
8336-12703,-0.377302995,-0.299402513,26.3060689
8336-12704,0.147520571,0.210449177,8.03250885
8336-12705,-0.544623674,-0.241969077,7.73222669
8336-3701,-0.724591551,0.036835605,7.846644998
8336-6101,-0.502116619,-0.710225908,19.52390289
8336-9101,-0.761521687,0.113375647,6.259776433
8336-9102,-0.498800771,-0.65844007,19.67254257
8337-12701,-0.358464158,-0.382866375,12.2040801
8337-12702,-0.521665706,-0.076061556,11.31825376
8337-12703,-0.469728705,-0.459903949,15.88652349
8337-12704,-0.808519879,0.210137891,25.04962921
8337-12705,-0.787241864,0.123208123,6.58278052
8337-1901,0.072432352,0.770115367,13.48081779
8337-1902,-0.615017699,-0.103439507,13.8829124
8337-3703,-0.283883334,0.09899347,55.49165249
8337-6101,-0.364593994,-0.653234536,67.47875977
8337-6103,0.047922135,0.479961799,10.31757522
8337-6104,-0.387157939,-0.605143214,100.3432274
8337-9102,-0.55319592,-0.132308759,32.63743687
8341-12701,-0.52569965,-0.195275434,11.85128975
8341-12703,-0.805732234,0.257719049,6.12048912
8341-12704,0.048569257,0.600314092,51.43827438
8341-12705,-0.649528321,-0.068562096,75.4929142
8341-1902,-0.474794173,-0.505130707,7.216822147
8341-3702,-0.447348313,-0.313089442,30.88546991
8341-6102,-0.447657068,-0.619247382,59.66944599
8341-6103,-0.681673389,0.251282179,6.955806136
8341-9101,-0.354156723,-0.312795588,13.70337033
8341-9102,-0.374591714,-0.528700309,8.042771816
8439-12703,-0.562659955,-0.68282326,15.06620216
8439-12704,-0.482073596,-0.582797343,14.58857656
8439-1901,-0.614505774,-0.082296248,17.36820412
8439-3703,-0.367621476,-0.441539273,8.045746684
8439-6101,-0.497206524,-0.54901147,20.12274122
8439-6102,-0.073719422,0.101051478,126.8230343
8439-6103,-0.300033214,-0.388253754,15.78959775
8439-6104,-0.051502837,0.204489731,36.05070591
8439-9101,-0.622945359,0.031458948,8.14018774
8439-9102,-0.974436569,0.351138917,71.67977142
8440-12701,-0.23244749,-0.135597319,49.74157524
8440-12703,-0.560455041,-0.293039133,8.291219473
8440-1901,-0.424424573,-0.302546551,8.378520489
8440-1902,-0.607118306,0.031097091,78.1485939
8440-3703,-0.386197917,-0.48581225,31.40034246
8440-3704,-0.48895167,-0.471052468,13.28124118
8440-6102,-0.830008254,0.225083357,29.56752682
8440-6103,-0.06313273,-0.069451024,12.44374824
8440-6104,-0.206845055,-0.386206241,64.41316128
8441-12701,-0.057324454,-0.017334586,12.31574059
8441-12702,-0.684335238,0.067408896,14.19753027
8441-12703,0.325444535,0.430161048,7.674207926
8441-12705,-0.459008698,-0.616393317,43.14523792
8441-1901,-0.095564956,0.271215441,38.79321671
8441-1902,-0.289674491,-0.347301854,22.93973684
8441-3701,-0.552027106,-0.118759238,23.64403629
8441-3704,-0.294503806,-0.485596531,52.03853321
8441-6101,0.080934177,0.080339886,16.10521102
8441-6102,0.157209049,-0.156897441,7.510306001
8441-6103,-0.621360403,-0.194030597,13.41608334
8441-6104,-0.324259632,-0.352962098,14.75777793
8441-9101,-0.501739229,-0.227885984,7.43461442
8441-9102,-0.3292392,-0.233322665,17.41535759
8442-12701,-0.498037247,-0.225914405,45.80181789
8442-12702,-0.441025527,-0.62302932,17.22064447
8442-12703,-0.744672458,0.044751587,12.38257957
8442-12704,-0.513819708,-0.912193988,16.56559086
8442-12705,-0.383691356,-0.481419498,27.0246706
8442-1901,-0.278044056,-0.074859033,63.5763483
8442-1902,-0.806145892,0.150530488,15.14198375
8442-3701,-0.288517555,-0.177154114,85.84477425
8442-3704,-0.36589778,-0.165485757,14.62058258
8442-6101,-0.368766358,-0.636918926,39.79529476
8442-6102,-0.648451398,0.124881343,65.40895081
8442-9101,-0.506159052,-0.178012165,14.6590364
8442-9102,-0.118390947,0.768877601,26.59238577
8444-12703,-0.441228942,-0.523227197,19.61284828
8444-12705,-0.737231362,0.000654278,14.83498406
8444-1901,-0.466777859,-0.485207969,16.64498091
8444-1902,-0.456955688,-0.482961294,10.47819376
8444-3701,-0.14893319,-0.006465207,11.8279109
8444-3702,-0.559067895,-0.255463019,10.00341773
8444-6102,-0.153797723,0.089540867,8.995914936
8444-6104,-0.350119591,-0.293722802,11.11363554
8445-12701,-0.164225798,-0.245247109,32.19130898
8445-12702,-0.082253628,0.247979814,17.14486122
8445-12703,-0.859255516,0.190444669,10.52013516
8445-3701,-0.291137443,-0.224684456,25.47915411
8445-3703,-0.833622814,0.207036357,24.33388424
8445-6104,-0.597137136,-0.034493,27.95032978
8445-9102,-0.422326827,-0.521225153,19.92025375
8446-12701,-0.75678544,0.070089373,9.863828897
8446-12702,-0.379251633,-0.47969327,7.557312965
8446-12704,-0.28145235,-0.28209063,48.5800972
8446-12705,-0.718266073,0.052390725,22.02428293
8446-1901,-0.199051155,0.334950603,49.20280933
8446-1902,-0.129603193,0.175424173,11.82322431
8446-3703,-0.606847425,-0.095553487,118.2937431
8446-3704,-0.331604933,-0.409249277,15.11558628
8446-6104,-0.435522517,-0.485981049,85.37961578
8447-12701,-0.129091478,-0.234388222,16.79973984
8447-12702,-0.403955085,-0.346918742,40.70955086
8447-1901,-0.796442519,0.196706286,26.32557821
8447-3703,-0.266020473,-0.108145102,10.23023653
8447-3704,-0.241375865,-0.324462235,19.65175819
8447-9102,-0.011369366,0.029965099,26.19593
8451-12701,0.089951195,0.711406225,22.26286221
8451-12703,-0.597271852,-0.121235601,12.06772971
8451-12705,-0.458067019,-0.610739654,13.00248194
8451-3701,-0.33886798,-0.396195081,9.675192118
8451-3703,-0.129819929,-0.143522126,6.571440697
8451-9102,-0.682461516,-0.005717386,17.75647736
8452-12704,-0.270548638,-0.464865587,9.016945839
8452-12705,-0.188895213,0.029087514,37.08815002
8452-1901,-0.117617967,0.864612744,7.472689867
8452-1902,-0.432676555,0.020773196,101.7641582
8452-3704,-0.249046881,-0.285557677,10.42548728
8452-6101,-0.525954592,-0.337856047,8.311304092
8452-6102,-0.254223474,0.013118699,18.50998259
8452-9102,-0.414057872,-0.38370783,14.5995028
8453-12701,-0.43967545,-0.602143251,16.0538497
8453-12705,-0.45543783,-0.590429991,12.76921034
8453-1901,-0.342416387,-0.163848661,48.53364849
8453-1902,-0.412959535,-0.32900356,19.25441408
8453-3704,-0.413721611,-0.317939329,66.7273674
8453-6102,-0.692006906,0.109069289,37.08351707
8453-9101,-0.57392869,-0.155166034,17.05452013
8453-9102,-0.302321313,-0.302663827,7.212531567
8454-12701,-0.611389009,-0.13449393,21.25118732
8454-12702,-0.312603423,-0.329965065,54.40437889
8454-12703,-0.414617563,-0.540812838,196.7173653
8454-12705,-0.054148691,0.03956196,11.05496383
8454-3702,-0.425323417,-0.441850321,7.55842042
8454-3704,-0.679086621,0.02825999,8.183283806
8454-6101,-0.363918381,-0.334890516,12.55868316
8454-6104,-0.273188058,-0.365419564,16.04566383
8454-9102,0.113801615,0.079962276,6.468990485
8455-12701,-0.498030163,-0.35596439,58.65581036
8455-12705,-0.428739276,-0.280267505,7.916454434
8455-1902,-0.47913292,-0.181662301,30.49253321
8455-3701,-0.351703837,-0.542696448,82.898283
8455-3704,-0.436666657,-0.328365575,34.39085674
8455-6101,-0.411396546,-0.455589344,10.57574248
8455-9101,-0.598115975,-0.059451314,86.52171707
8455-9102,-0.483308833,-0.444594578,10.72016907
8456-12701,-0.535555842,-0.209728712,8.467531681
8456-12702,-0.70034957,-0.054305456,32.23476028
8456-12703,-0.507954311,-0.708305327,22.1560235
8456-12704,-0.457089194,-0.444673472,8.15352273
8456-12705,-0.370444049,-0.061990907,28.22906923
8456-1902,0.380647264,0.241842448,6.425692558
8456-3701,-0.098093607,-0.0886117,19.59619284
8456-3703,-0.331708033,-0.439350651,6.010045846
8458-12701,-0.408214556,-0.352319142,30.26059103
8458-12702,-0.533985865,-0.441825733,7.042216301
8458-12703,-0.367658873,-0.392028642,9.21446228
8458-12705,-0.111428099,-0.083540687,66.49604034
8458-1901,-0.500127482,-0.220445975,49.81832027
8458-3701,-0.527779533,-0.400960345,88.74244118
8458-3702,-0.562599097,0.029212358,349.2732468
8458-3704,-0.521774133,-0.273708092,12.89051318
8458-6101,-0.432193916,-0.576325472,27.92136812
8458-6102,-0.438189452,-0.405983007,12.77377367
8458-9102,-0.779279527,0.077126289,6.812940121
8459-12702,-0.886676831,0.280673535,7.101915359
8459-12703,-0.47997665,-0.459598402,12.8311913
8459-12705,-0.436663724,-0.102096122,6.700723886
8459-1901,-0.402730734,-0.40478735,46.26848412
8459-1902,-0.709117453,0.105706735,36.41415501
8459-3702,0.195841378,0.103984545,9.914613724
8459-3704,-0.521288049,-0.228298601,11.84007335
8459-6102,-0.791985057,0.210588989,9.825664759
8459-9101,-1.037011177,0.263707252,10.85796285
8459-9102,-0.917037448,0.209731179,31.01342344
8461-12702,-0.619398998,0.035201965,8.669663747
8461-12703,-0.546184319,-0.312192248,11.27720261
8461-12705,-0.459818026,-0.399987715,10.79925704
8461-1901,-0.39774084,-0.323317503,21.71504116
8461-3704,0.202352021,0.068892657,10.84768534
8461-6101,-0.262982242,-0.368486507,10.00924134
8461-6103,-0.28504786,-0.180178846,17.44407463
8462-12701,-0.554895115,-0.26226995,9.337801218
8462-12704,-0.781946539,0.260793261,9.58693409
8462-1902,-0.389856971,-0.547340194,40.46272755
8462-3703,-0.736121745,0.200341077,29.50398016
8462-3704,-0.477268672,0.069704202,10.82952118
8462-6101,-0.411154925,-0.440919422,6.129578352
8462-6104,-0.51487697,-0.339410701,11.20012188
8462-9101,-0.447701888,-0.672988257,46.22062969
8462-9102,-0.55315785,-0.254000334,26.43964624
8464-12701,-0.375056605,-0.427098547,11.33589673
8464-12704,-0.425118986,-0.415167498,18.68544292
8464-12705,-0.467276934,-0.007938704,7.34451437
8464-1902,0.070595864,0.077842101,16.77149534
8464-3701,-0.47267947,-0.736462555,17.8294301
8464-3702,-0.271397999,-0.69284943,196.4769592
8464-3704,-0.265239293,-0.386338834,46.4000206
8464-6101,-0.212531019,0.577535465,73.17770386
8464-6103,-0.519184497,-0.075321501,8.768053532
8464-6104,-0.439766232,-0.638577977,7.058768034
8464-9102,-0.44681638,-0.466518896,10.56638885
8465-12701,-0.497823868,-0.763962241,44.5433054
8465-12704,-0.123142197,0.604640088,10.88880491
8465-12705,-0.333411837,-0.397173847,31.72683191
8465-3701,-0.444383713,-0.143098778,268.192688
8465-3702,-0.836353523,0.247773936,18.19367313
8465-3703,-0.319624673,-0.407640342,14.65498114
8465-6102,-0.767429312,0.184670473,50.2277298
8465-9101,-0.189299139,-0.079375116,7.732419252
8465-9102,-0.470411964,-0.852692689,60.0097456
8466-12701,-0.584380309,-0.071554339,7.056230903
8466-12702,-0.451438026,-0.570058601,11.18439984
8466-12703,-0.819033668,0.168936352,6.626044869
8466-12704,-0.37641187,-0.589617728,12.14512952
8466-3704,0.104754109,0.72291101,18.90144777
8466-9101,-0.374222841,-0.207186825,9.524843216
8466-9102,-0.907434106,0.342816165,55.9595356
8481-12702,-0.375964914,-0.326152302,7.739888549
8481-12704,-0.419515975,-0.206297105,7.798418999
8481-12705,-0.482213168,-0.175777777,20.61695719
8481-1901,-1.039021736,-1.416316139,12.19522738
8481-3702,0.185140272,0.281692633,6.71991396
8481-6103,-0.244077122,0.048101456,15.58746266
8481-9101,-0.252724053,-0.118629335,7.989153385
8481-9102,-0.555178547,-0.09654251,11.00384402
8482-12703,0.285676282,0.410676766,8.078879356
