Log(N/Ha),Log(O/Hb),Predicted
0.202352021,0.068892657,AGN
-0.262982242,-0.368486507,SFG
-0.28504786,-0.180178846,SFG
-0.554895115,-0.26226995,SFG
-0.781946539,0.260793261,SFG
-0.389856971,-0.547340194,SFG
-0.736121745,0.200341077,SFG
-0.477268672,0.069704202,SFG
-0.411154925,-0.440919422,SFG
-0.51487697,-0.339410701,SFG
-0.447701888,-0.672988257,SFG
-0.55315785,-0.254000334,SFG
-0.375056605,-0.427098547,SFG
-0.425118986,-0.415167498,SFG
-0.467276934,-0.007938704,SFG
0.070595864,0.077842101,AGN
-0.47267947,-0.736462555,SFG
-0.271397999,-0.69284943,SFG
-0.265239293,-0.386338834,SFG
-0.212531019,0.577535465,AGN
-0.519184497,-0.075321501,SFG
-0.439766232,-0.638577977,SFG
-0.44681638,-0.466518896,SFG
-0.497823868,-0.763962241,SFG
-0.123142197,0.604640088,AGN
-0.333411837,-0.397173847,SFG
-0.444383713,-0.143098778,SFG
-0.836353523,0.247773936,SFG
-0.319624673,-0.407640342,SFG
-0.767429312,0.184670473,SFG
-0.189299139,-0.079375116,SFG
-0.470411964,-0.852692689,SFG
-0.584380309,-0.071554339,SFG
-0.451438026,-0.570058601,SFG
-0.819033668,0.168936352,SFG
-0.37641187,-0.589617728,SFG
0.104754109,0.72291101,AGN
-0.374222841,-0.207186825,SFG
-0.907434106,0.342816165,SFG
-0.375964914,-0.326152302,SFG
-0.419515975,-0.206297105,SFG
-0.482213168,-0.175777777,SFG
-1.039021736,-1.416316139,SFG
0.185140272,0.281692633,AGN
-0.244077122,0.048101456,SFG
-0.252724053,-0.118629335,SFG
-0.555178547,-0.09654251,SFG
0.285676282,0.410676766,AGN
0.156209235,0.417372802,AGN
-0.33567203,-0.419921796,SFG
-0.30215155,-0.380798657,SFG
-0.204994195,-0.090195519,SFG
0.100254988,0.222879845,AGN
-0.715106296,0.06115345,SFG
0.088941886,0.54393595,AGN
-0.519631293,-0.289805398,SFG
-0.482688192,-0.626648701,SFG
-0.23876356,-0.484530364,SFG
-0.777088537,0.104767339,SFG
-0.498699334,-0.251453412,SFG
-0.37397984,-0.610936923,SFG
-0.146037044,-0.163724557,SFG
-0.652888287,0.053809505,SFG
-0.481130352,-0.219348595,SFG
0.042727644,0.004651549,AGN
-0.324020581,-0.205880105,SFG
-0.309941764,-0.406268387,SFG
-0.087685505,0.356120461,AGN
-0.807073627,0.207421055,SFG
-0.78350406,0.113686791,SFG
-0.756708093,0.110721801,SFG
-0.394782382,-0.623320867,SFG
-0.447365149,-0.206504843,SFG
-0.589078933,-0.010250404,SFG
-0.464653269,-0.465303956,SFG
-0.650165237,0.079036724,SFG
-0.292298074,-0.326648925,SFG
-0.294849461,-0.274073432,SFG
-0.791668232,0.252461568,SFG
-0.181347625,0.371577227,AGN
-0.439992148,-0.351980626,SFG
-0.297966648,-0.349623576,SFG
-0.196258353,-0.270378964,SFG
-0.502399961,-0.470450525,SFG
-0.513353034,-0.528775654,SFG
-0.457300152,-0.22137753,SFG
-0.597838855,-0.139881074,SFG
-0.609946254,-0.168148452,SFG
-0.019483452,-0.092704339,SFG
-0.514225467,-0.106583489,SFG
0.090770756,0.361724107,AGN
-0.270634918,-0.114123465,SFG
-0.483126689,-0.397883065,SFG
-0.52242929,-0.34108355,SFG
-0.570261533,-0.114975274,SFG
-0.103756494,0.093916199,AGN
-0.539818233,-0.129166883,SFG
-0.575289619,-0.174196073,SFG
-0.5971586,-0.071192792,SFG
-0.979627039,0.257235351,SFG
-0.584291164,-0.21314818,SFG
-0.301261922,-0.328676022,SFG
-0.390204558,-0.553671719,SFG
-0.399419116,-0.71908564,SFG
-0.344314432,-0.618970947,SFG
-0.364853883,-0.433898035,SFG
-0.143186867,0.340485628,AGN
-0.047160961,0.989376724,AGN
-0.474700496,-0.504873742,SFG
-0.113745596,0.309733679,AGN
-0.412238331,-0.510348785,SFG
-0.252746448,-0.274566963,SFG
-0.524007818,-0.30396832,SFG
-0.309964008,-0.483859857,SFG
-0.458127662,-0.584679962,SFG
-0.212824224,-0.591848056,SFG
-0.344369256,-0.331768287,SFG
-0.421365299,-0.410716198,SFG
-0.488016288,-0.320575013,SFG
-0.772128697,0.204718366,SFG
-1.0310608,0.403909282,SFG
-0.450899373,-0.488144683,SFG
-0.357371725,-0.442786812,SFG
-0.595013204,-0.073542768,SFG
-0.237290818,0.09806993,SFG
-1.179101578,0.538861385,SFG
0.03969243,0.632603757,AGN
0.156249115,0.230075547,AGN
-0.459598667,-0.401421656,SFG
-0.104070788,0.109271101,AGN
-0.71927386,0.133735263,SFG
-0.639882902,-0.009347839,SFG
-0.432708832,-0.165294797,SFG
-0.314574131,-0.37641212,SFG
-0.639063312,-0.183496334,SFG
-0.46887925,0.005121423,SFG
0.203990706,0.416006237,AGN
-0.395672207,-0.625413885,SFG
0.13886674,0.2928901,AGN
0.269399509,0.170522015,AGN
-0.296867287,-0.620778702,SFG
0.218541538,0.427727856,AGN
0.098494116,0.305800925,AGN
-0.104056946,-0.201420525,SFG
0.3126325,0.650281613,AGN
-0.438727006,-0.484929834,SFG
0.091983329,0.189510129,AGN
-0.296833415,-0.378852756,SFG
-0.198149863,0.070324845,SFG
-0.289453065,-0.331295451,SFG
-0.401487386,-0.496943009,SFG
-0.398627974,-0.544358908,SFG
-0.970901757,0.510094794,SFG
-0.604996804,-0.071594057,SFG
0.295050494,0.354953592,AGN
-0.80829903,-0.025626689,SFG
-0.458063843,-0.391394631,SFG
-0.588331036,-0.227946096,SFG
-0.1138816,0.580587373,AGN
-0.933720437,0.265886408,SFG
-0.385025324,-0.332303836,SFG
-0.621505561,0.050025104,SFG
-0.7761568,0.247660577,SFG
-0.535947428,-0.237200504,SFG
-0.693358333,-0.050564865,SFG
-0.535653392,-0.192392719,SFG
0.113189019,0.424268329,AGN
-1.14423836,0.599978676,SFG
0.111941104,0.378498345,AGN
-0.347502517,-0.203662579,SFG
-0.149565389,0.482848925,AGN
0.049779552,0.022835592,AGN
-0.520045924,-0.141090851,SFG
-0.157116231,-0.095097712,SFG
0.096544992,0.082475614,AGN
-0.194171866,-0.04806892,SFG
0.049307265,0.199607533,AGN
-1.267452752,-0.07701868,SFG
-0.253136097,0.191640566,SFG
-0.395730465,-0.524939115,SFG
-0.392755488,-0.367399474,SFG
-0.524179028,-0.223426723,SFG
-0.499452015,-0.389058376,SFG
-0.216944879,-0.373413935,SFG
-0.229907313,0.132254017,SFG
-0.3731298,-0.341291878,SFG
-0.394708822,-0.387797726,SFG
-0.415099617,-0.615334823,SFG
-0.726961062,0.113478816,SFG
-0.733753641,0.445625914,SFG
-0.291800994,-0.549827574,SFG
-0.256250766,0.334177002,AGN
-0.388582048,-0.49158842,SFG
-0.114356127,0.795261443,AGN
-0.400377937,-0.300742968,SFG
-0.213925699,0.092866813,SFG
0.215363415,1.470492923,AGN
-0.33499034,-0.184942923,SFG
-0.700392865,0.072464328,SFG
-0.205185486,-0.154853269,SFG
-0.438724461,-0.715377807,SFG
-0.364108089,-0.452493825,SFG
-0.285420551,0.840822072,AGN
-0.054155949,0.024150129,AGN
-0.346497923,-0.717481095,SFG
0.035695397,0.237484933,AGN
-0.342621198,-0.356998685,SFG
0.146879039,0.139362505,AGN
-0.218287988,-0.221163396,SFG
-0.520917585,-0.229459772,SFG
-0.342084264,-0.374498398,SFG
-0.847446305,0.153338067,SFG
-0.626894314,-0.014695183,SFG
-0.376703127,-0.501516395,SFG
-0.667703804,0.025774443,SFG
-0.426768477,-0.53046565,SFG
-0.464802049,-0.272485938,SFG
-0.119276483,0.221411044,AGN
-0.749543041,0.063895583,SFG
-0.74242133,0.115525311,SFG
-0.425017137,-0.480502931,SFG
0.283815202,0.171915917,AGN
-0.936964951,0.264853247,SFG
-0.624733194,-0.146473529,SFG
-1.39614633,-1.35402278,SFG
-0.771802504,0.151504078,SFG
-0.447190921,-0.414570549,SFG
-0.137563465,-0.350303073,SFG
-0.384282965,-0.521337207,SFG
-0.042500066,1.046744033,AGN
-0.83008385,0.253706959,SFG
-0.32994183,0.180400243,SFG
-0.534057784,-0.199263957,SFG
-0.340592801,-0.41646017,SFG
-1.002842877,0.429084969,SFG
-0.638419107,-0.055742728,SFG
-0.549960759,-0.184618054,SFG
-0.459723681,-0.278786232,SFG
-0.405086635,-0.591658132,SFG
-0.500573161,-0.80994877,SFG
-0.430849108,-0.254265931,SFG
-0.48432503,-0.200577322,SFG
-0.826613376,0.445690268,SFG
0.202727562,0.438160731,AGN
-0.808511198,0.23225217,SFG
0.020752602,0.011596851,AGN
0.398936405,0.229348765,AGN
-0.49047706,-0.782458463,SFG
-0.414560878,-0.327284237,SFG
-0.406161451,-0.32615827,SFG
-0.382133471,-0.36697452,SFG
-0.307159928,-0.364655637,SFG
-0.858184637,0.243184259,SFG
-0.366564814,-0.641492911,SFG
-0.780438928,0.139804735,SFG
-0.387194505,-0.46690119,SFG
-0.441994034,-0.398604082,SFG
-0.437339771,-0.537352093,SFG
0.240225596,0.248922842,AGN
-0.772237716,0.258887159,SFG
-0.351362901,-0.420027657,SFG
-0.30272464,-0.348343927,SFG
-0.440416545,-0.389631862,SFG
-0.135562533,-0.178888633,SFG
-0.511494377,-0.444026252,SFG
-0.481248376,-0.511619218,SFG
0.056369247,0.735468444,AGN
-0.451339124,-0.580165089,SFG
-0.381545116,-0.325400134,SFG
-0.035462159,0.285185237,AGN
-0.511016262,-0.400390697,SFG
-0.163367621,-0.129318784,SFG
-0.051716563,0.10181998,AGN
-0.280395841,-0.438228641,SFG
-0.577126813,-0.308259797,SFG
-0.393484672,-0.34136714,SFG
-0.500429217,-0.262314834,SFG
-0.499812922,-0.530547872,SFG
-0.02928905,-0.034381704,AGN
0.004545873,0.1779431,AGN
-0.372350159,0.648843836,AGN
-0.370818154,-0.577014611,SFG
-0.601498689,-0.199962663,SFG
-0.540423245,-0.229327522,SFG
-0.269269818,-0.328014262,SFG
-0.560248774,-0.032597232,SFG
0.051859279,0.318300855,AGN
-0.862114969,0.296959759,SFG
-0.505991169,-0.246204883,SFG
-0.516997257,-0.073638255,SFG
-0.40318914,-0.648650404,SFG
-0.562504555,-0.099803651,SFG
-0.422327114,-0.65688138,SFG
-0.054198083,0.070223433,AGN
-0.463714582,-0.05750336,SFG
-0.401124427,-0.517638553,SFG
-0.222503536,-0.187961883,SFG
-0.491818783,-0.227046956,SFG
-0.302074858,-0.226419715,SFG
-0.15937737,-0.266562722,SFG
0.102753476,0.504407315,AGN
-0.4817642,-0.071961568,SFG
0.106540362,-0.016686685,AGN
0.193927849,0.289168516,AGN
-0.14837103,-0.00846164,SFG
-0.868587629,0.233776045,SFG
-0.42815943,-0.448075479,SFG
-0.462512709,-0.445664543,SFG
-0.142669712,0.072930557,SFG
-0.069843204,0.041812915,AGN
-0.400707258,-0.143905637,SFG
-0.120034108,-0.326632317,SFG
-0.343904922,-0.597030567,SFG
-0.395126071,-0.402932479,SFG
-0.468511992,-0.604321274,SFG
-0.380879146,-0.394925312,SFG
-0.107524802,0.411888773,AGN
-0.488636567,-0.145460209,SFG
0.370450382,0.303500965,AGN
-0.212611803,0.216400721,SFG
0.188154926,0.290113356,AGN
0.112469413,0.269370208,AGN
-0.469105639,-0.616064391,SFG
-0.833755343,0.29038539,SFG
-0.220734269,-0.302276533,SFG
-0.530775786,-0.678311674,SFG
0.217725773,0.297780189,AGN
0.025499126,0.265553803,AGN
-0.480444106,-0.491979208,SFG
-0.443298842,-0.142700504,SFG
-0.50338115,-0.836385875,SFG
0.119026445,0.029857478,AGN
0.139726659,0.149780724,AGN
-0.479335508,-0.740498278,SFG
-0.684737078,0.002664697,SFG
-0.488137708,-0.470939275,SFG
-0.343515471,-0.289264958,SFG
-0.313290309,-0.298187912,SFG
-0.833619617,0.297478482,SFG
-0.726832754,0.212976987,SFG
-0.575921429,-0.164938525,SFG
-0.533036756,-0.189500926,SFG
-0.104246239,0.393746767,AGN
-0.348062758,-0.581464687,SFG
-0.519472526,-0.50082684,SFG
-0.572747115,-0.151559031,SFG
-0.391712621,-0.5977699,SFG
-0.456805001,-0.275950734,SFG
-0.451033086,-0.563644835,SFG
0.932925484,-0.596412072,AGN
-0.071599389,0.483642909,AGN
-0.947853375,0.344135428,SFG
-0.13475719,-0.115628659,SFG
0.200616475,0.397064391,AGN
-0.384880263,-0.367573718,SFG
0.280450282,0.319350402,AGN
-0.357721415,-0.512399018,SFG
-0.542848286,-0.462251584,SFG
-0.305132217,-0.109173816,SFG
-0.484974031,-0.339084678,SFG
-0.458000039,-0.770254448,SFG
0.280351446,0.052489411,AGN
-0.488549234,-0.612490463,SFG
-0.324386437,-0.408060802,SFG
-0.323983944,-0.49751576,SFG
-0.524607889,-0.649232013,SFG
-0.564972804,-0.030658526,SFG
0.120959829,0.220500619,AGN
-0.640675012,-0.046155042,SFG
0.266532168,0.596895141,AGN
-0.483990583,-0.57379126,SFG
0.237176738,0.313964997,AGN
-0.324702427,-0.351394287,SFG
-0.464085581,-0.503563257,SFG
-0.669298394,0.069098402,SFG
-0.155328569,-0.276317805,SFG
-0.889113945,0.32989237,SFG
-0.745724112,0.171263147,SFG
-0.570794005,0.10986854,SFG
-0.425895977,-0.539785868,SFG
-0.69139354,0.185135738,SFG
-0.332402084,-0.182352656,SFG
-0.352670905,-0.236630257,SFG
-0.498238016,-0.297555437,SFG
-0.482392303,-0.439996336,SFG
-0.469421817,-0.399395556,SFG
-0.266076663,0.01288727,SFG
-0.120421526,0.039776952,SFG
-0.356318471,-0.490818589,SFG
-0.716599758,-0.086019674,SFG
-0.309846865,-0.459510996,SFG
-0.124968983,0.334442827,AGN
0.024551038,0.184151388,AGN
-0.444077498,-0.599382846,SFG
-0.442304996,-0.601252486,SFG
-1.369464935,0.651637935,SFG
-0.237848206,-0.265262551,SFG
0.04155184,0.432550269,AGN
-0.593767527,-0.136947669,SFG
0.041419413,1.01391312,AGN
-0.20805856,0.208283779,SFG
0.262322506,-0.494967967,SFG
-0.414429805,0.122587059,SFG
-0.039752489,0.072242265,AGN
-0.136891713,-0.067726297,SFG
-0.526436882,-0.502980741,SFG
-0.490530327,-0.830739442,SFG
0.045323349,0.379193035,AGN
-0.494667407,-0.156455063,SFG
-0.394583459,0.024234614,SFG
-0.360633618,-0.537217647,SFG
-0.647794238,-0.033721231,SFG
-0.091778286,0.868583632,AGN
-0.193516565,-0.188983047,SFG
0.23544014,0.16017379,AGN
-0.412951466,-0.404752703,SFG
-0.400478119,-0.517546604,SFG
-0.315428358,-0.372867894,SFG
-0.322977696,-0.516746534,SFG
-0.840270749,0.191844274,SFG
-0.654848829,0.044636666,SFG
0.417536423,0.8805788,AGN
-0.496892468,-0.543557036,SFG
-0.473903981,-0.504034709,SFG
-0.346206484,-0.618575267,SFG
-0.44209161,-0.387703225,SFG
0.341781483,0.057377081,AGN
-0.479385091,-0.745758035,SFG
-0.563811884,-0.876110007,SFG
-0.400701168,-0.632691991,SFG
-0.607610912,-0.044947173,SFG
0.143735386,0.305028766,AGN
-0.239796097,-0.326167588,SFG
-0.456119912,-0.563314289,SFG
-0.311854662,-0.530213735,SFG
-0.294198349,-0.275026254,SFG
-1.286588197,0.783030087,SFG
-0.445212191,-0.405348907,SFG
-0.440959529,-0.413405436,SFG
-0.31949613,-0.390010487,SFG
-1.13497398,0.435447074,SFG
-0.588719006,-0.302623639,SFG
-0.256437114,-0.085093283,SFG
-0.036840084,0.817729358,AGN
-0.552779115,-0.12569764,SFG
-0.413818709,-0.552778602,SFG
-0.155873157,0.613162817,AGN
-0.416596991,0.247048334,SFG
-0.824103194,0.270220965,SFG
-0.4929567,-0.282655743,SFG
-0.567216294,-0.22661048,SFG
-0.525187512,-0.011517552,SFG
-0.111908797,-0.044646698,SFG
0.251444999,0.337837985,AGN
-0.415263661,-0.380810598,SFG
-0.426728185,-0.359889373,SFG
-0.37364925,-0.290375168,SFG
-0.557325764,-0.016180185,SFG
-0.072337452,0.220102806,AGN
-0.768526079,0.07990339,SFG
-0.380960447,-0.325663707,SFG
-0.533611091,-0.19050107,SFG
-0.680965077,-0.001541398,SFG
-0.580265046,-0.106216068,SFG
-0.712563279,0.065399736,SFG
-0.853940783,0.299836568,SFG
-0.873947559,-0.053500435,SFG
-1.246149222,0.420077043,SFG
-0.322704044,-0.43066033,SFG
-0.276286131,0.113203737,SFG
-0.476472973,-0.598825795,SFG
0.070224237,0.112209491,AGN
-0.563217975,-0.078372639,SFG
0.32711926,0.713057415,AGN
-0.537647054,-0.426745518,SFG
-0.072702352,0.233751168,AGN
-0.754517489,0.26030566,SFG
-0.842621884,0.295706169,SFG
-0.637277625,0.091654449,SFG
0.115896239,1.081086344,AGN
-0.289344409,-0.371001733,SFG
-0.61724927,-0.096780202,SFG
-0.318711038,-0.601190213,SFG
-0.424575029,-0.460023309,SFG
-0.893954289,0.176297999,SFG
-0.494305749,-0.2208963,SFG
-0.365512408,-0.388500106,SFG
-0.354768173,-0.461254798,SFG
-0.143303214,0.03545534,SFG
-0.424997954,-1.514404216,SFG
-0.479279292,-0.408966867,SFG
-0.420631182,-0.5688139,SFG
-0.451610454,-0.480694716,SFG
-0.770818484,0.113128298,SFG
-0.790856332,0.048052481,SFG
-0.434192429,-0.375461006,SFG
-0.411427663,-0.71797201,SFG
-0.271365029,-0.216703824,SFG
0.024604713,0.226855541,AGN
-0.011577833,0.731992345,AGN
0.133715024,0.893462859,AGN
-0.721967515,-0.075428036,SFG
-0.604933555,0.107624311,SFG
-0.652825946,0.006975018,SFG
-0.155442581,-0.242741001,SFG
-0.480878229,-0.283886668,SFG
-0.369787955,-0.674966057,SFG
-0.562958996,-0.009019225,SFG
-0.868695991,0.266871752,SFG
-0.562024393,-0.098152743,SFG
-0.498453857,-0.326247882,SFG
-0.420028031,-0.349109806,SFG
0.022369432,0.319993308,AGN
-0.548227996,-0.304157096,SFG
-1.045006516,0.380433514,SFG
-0.259197636,-0.097319203,SFG
-0.7308686,0.042888196,SFG
-0.261651188,0.991155028,AGN
-0.468071101,-0.238385278,SFG
-0.202230758,0.027861206,SFG
-0.723165533,0.147854432,SFG
-0.954687972,0.185014681,SFG
-0.477740154,-0.395605938,SFG
0.254116951,0.004930131,AGN
-0.347460639,-0.409234442,SFG
-0.531810712,-0.117640174,SFG
-0.342586957,-0.235327233,SFG
0.197582831,0.24029471,AGN
-0.426221799,-0.539425135,SFG
-0.429834806,-0.474363562,SFG
-0.433196497,-0.559908871,SFG
0.053165474,-0.008383327,AGN
-0.521150539,-0.34830019,SFG
-1.046970838,0.434661314,SFG
-0.616176191,-0.057807755,SFG
-0.315464366,-0.287698653,SFG
-0.341274323,-0.208103253,SFG
0.168493116,0.605997412,AGN
0.213619289,0.391017689,AGN
-0.21159139,-0.069232539,SFG
-0.28388046,-0.27700143,SFG
-0.246266995,0.205069687,SFG
-0.268298553,-0.157336673,SFG
-0.495507502,-0.592500603,SFG
0.029143805,0.661320793,AGN
0.113855132,-0.005257645,AGN
-0.286535057,-0.510661071,SFG
-0.387613447,-0.099166798,SFG
-0.433404705,-0.611051294,SFG
-0.478728593,-0.656269701,SFG
-0.53996632,-0.074132459,SFG
-0.5321895,-0.245555451,SFG
-0.537564567,-0.309988218,SFG
-0.715188928,0.164453399,SFG
-0.303582265,-0.584247144,SFG
-0.297097525,-0.615227446,SFG
-1.272408259,0.512579119,SFG
-0.169857474,0.689474187,AGN
-0.933715021,0.012494073,SFG
-0.974973221,0.387193739,SFG
-1.063493373,0.485737498,SFG
-0.348899995,-0.142070834,SFG
-0.27443122,-0.286201827,SFG
0.20032985,0.243356225,AGN
-0.547508693,-0.130500191,SFG
-0.235114936,-0.473233511,SFG
-0.389518239,-0.666527527,SFG
-0.37612536,-0.487475265,SFG
-0.523747661,-0.197744494,SFG
-0.658228778,0.239652771,SFG
-0.305066043,-0.21481836,SFG
0.00519299,0.018064803,AGN
-0.353523417,-0.174525364,SFG
-0.81470722,0.015732849,SFG
-0.163133951,0.233451656,AGN
-0.322577943,-0.327480139,SFG
-0.473932892,-0.930195676,SFG
-0.266329398,-0.139218027,SFG
-0.836636198,0.1570761,SFG
-0.68430806,-0.019589986,SFG
-0.414136399,-0.62845778,SFG
-0.464549635,-0.70131226,SFG
-0.584866276,-0.123268674,SFG
-0.456880616,-0.71525036,SFG
-0.693646399,0.088602264,SFG
-0.641367617,0.017758673,SFG
-0.720588342,0.050680951,SFG
-0.440799572,-0.362846911,SFG
-0.420708624,-0.562079854,SFG
-0.442763552,-0.34933164,SFG
-0.677274905,0.082864443,SFG
0.022037023,0.440008199,AGN
-0.411394931,-0.336756003,SFG
-0.15668205,0.149490039,SFG
-0.466668966,-0.216151538,SFG
-0.134396959,-0.143767159,SFG
-0.087679218,0.533837139,AGN
-0.610627881,-0.195428329,SFG
0.115406016,0.241075041,AGN
-0.393254283,-0.634800374,SFG
-0.294075158,-0.497576639,SFG
-0.762077836,0.266342607,SFG
-0.50817228,-0.433832689,SFG
0.059647859,-0.228200994,SFG
-0.60841394,-0.234466274,SFG
0.13629535,0.2686647,AGN
-0.29063522,-0.46591968,SFG
-0.3826746,0.875731329,AGN
-0.430986466,-0.547601416,SFG
-0.262038007,-0.525887338,SFG
0.266729292,0.191954662,AGN
-0.433104617,-0.166279386,SFG
-0.470452795,-0.658618246,SFG
-0.020706799,0.256036795,AGN
-0.455395539,-0.572397415,SFG
0.040784034,0.138522961,AGN
-0.660148392,-0.0048152,SFG
-0.641724672,-0.138073331,SFG
-0.425331572,-0.76582771,SFG
-0.578703664,-0.041242248,SFG
-0.549506398,-0.139140965,SFG
-1.084350746,0.509026204,SFG
-0.795738644,-0.023418578,SFG
-0.631570206,0.483688322,SFG
-0.819803207,0.273875496,SFG
-0.405317283,-0.452588823,SFG
-0.023143028,0.087623755,AGN
-0.414568022,-0.544098286,SFG
0.225991968,0.237267411,AGN
-0.410068532,-0.493678604,SFG
-0.385778373,-0.178618451,SFG
-0.307310891,-0.241445087,SFG
-0.612651365,-0.069719668,SFG
-0.012713975,0.052371625,AGN
-0.035768283,0.136732829,AGN
-0.309984754,-0.650584737,SFG
-0.233904052,-0.267504395,SFG
-0.191742087,0.479974787,AGN
0.190084777,0.272337297,AGN
0.20087952,0.328982335,AGN
0.113668299,-0.429137828,SFG
-0.464040495,-0.36970566,SFG
-0.068302878,-0.026759234,SFG
-0.34169949,-0.175369011,SFG
-0.490684964,-0.437220598,SFG
0.065562185,0.616074808,AGN
-0.2314458,-0.110741892,SFG
-0.444224031,-0.442413049,SFG
-0.724665669,0.047795569,SFG
-0.553042762,-0.268502983,SFG
-0.758274963,0.049854112,SFG
-0.340219153,-0.427025567,SFG
-0.503383249,-0.189367434,SFG
-0.644194336,-0.043916565,SFG
0.074442593,0.127410518,AGN
-0.953635266,0.143549145,SFG
-0.185172145,-0.066334466,SFG
-0.504766661,-0.198290978,SFG
-0.486317562,-0.476143765,SFG
-0.471645331,-0.198441513,SFG
-0.518566934,-0.19316178,SFG
0.111571879,0.453079384,AGN
-0.270507449,-0.110011647,SFG
0.05567104,0.889099905,AGN
-0.756317667,0.052336293,SFG
-0.493003966,-0.044156928,SFG
-0.041021998,0.519790455,AGN
-0.766193121,0.077322067,SFG
-0.433954499,-0.378875002,SFG
-0.896843781,0.340924078,SFG
-0.131425996,-0.02265953,SFG
-0.642989973,0.061958107,SFG
-0.456343841,-0.523802134,SFG
-0.139329705,0.314453242,AGN
-0.575930106,0.054596433,SFG
-0.404117911,-0.265927301,SFG
-0.632983935,-0.116900374,SFG
-0.258393438,-0.42973717,SFG
-0.397478841,-0.119164789,SFG
-0.223292629,-0.255091579,SFG
-0.442221633,-0.210585927,SFG
-0.468183128,-0.693519672,SFG
-0.700920411,0.075815461,SFG
-0.625358676,-0.093741876,SFG
0.083320643,0.058263214,AGN
-0.186263938,-0.545642363,SFG
-0.180526099,-0.039824628,SFG
-0.215659873,-0.23070495,SFG
-0.248400703,-1.633137863,SFG
-0.455471766,-0.454610542,SFG
-0.475133258,-0.594168205,SFG
-0.121076263,-0.563393836,SFG
0.009476714,0.93888542,AGN
-0.580445469,-0.025639769,SFG
-0.479058538,-0.548317129,SFG
-1.037802196,0.441173794,SFG
-0.308914289,-0.512402645,SFG
-0.464170097,-0.539542254,SFG
0.310394628,0.036981909,AGN
-0.427151911,-0.45823953,SFG
-0.243339242,1.079470309,AGN
-0.661285029,0.017008828,SFG
-0.494011726,-0.461715787,SFG
-0.121751673,-0.231316974,SFG
-0.416218435,-0.370533922,SFG
-0.045370547,0.27644204,AGN
-0.363221117,-0.15345287,SFG
-0.530714386,-0.6883529,SFG
-0.36686504,0.007285783,SFG
-0.384911052,-0.446218099,SFG
-0.679729191,0.023969139,SFG
-0.352259536,-0.427642216,SFG
-0.429920205,-0.575271341,SFG
-0.513727733,-0.264902553,SFG
-0.307826343,-0.40049259,SFG
-0.225112103,-0.319330266,SFG
-0.492445063,-0.701458534,SFG
-0.059568915,0.491460898,AGN
-0.228339356,-0.025672948,SFG
0.249563637,0.282936436,AGN
-0.491647935,0.038407906,SFG
-0.278205019,-0.327122889,SFG
0.339290948,0.281784594,AGN
0.265725411,0.338677096,AGN
-0.963336899,0.369525131,SFG
-0.640908393,-0.137319654,SFG
0.1032353,1.070437492,AGN
-0.572142979,-0.182622225,SFG
-0.405357197,-0.165478157,SFG
-0.162525031,-0.092558596,SFG
-0.120792722,0.788339661,AGN
-0.559472387,-0.139796226,SFG
-0.437442382,-0.768437276,SFG
-0.389294456,-0.436764421,SFG
-0.227492337,-0.623233826,SFG
-0.399909285,-0.590306908,SFG
-0.915811856,0.206382741,SFG
0.232563478,0.118074726,AGN
-0.354351428,-0.362649,SFG
-0.044895106,0.271475058,AGN
-0.298302457,-0.454977161,SFG
-0.187350866,0.068121249,SFG
-0.897161784,0.347203466,SFG
-0.347613535,-0.565167166,SFG
-1.064805391,0.457002682,SFG
0.166873905,0.292395948,AGN
-0.366397158,-0.278263923,SFG
-0.631177626,-0.036249511,SFG
-0.42899015,-0.58477349,SFG
0.065321575,0.080363928,AGN
-0.380562343,-0.030779207,SFG
-0.124204835,-0.02842137,SFG
0.273372648,0.189050889,AGN
-0.35811959,-0.550675221,SFG
-0.694254848,0.201811066,SFG
-0.490885889,-0.122641041,SFG
-0.417952161,-0.394368862,SFG
-0.226718001,0.256790786,SFG
-0.346666841,-0.192014212,SFG
-0.504638497,-0.453162161,SFG
-0.058499056,0.760256445,AGN
-0.423631754,-0.456149152,SFG
0.08491121,0.266837994,AGN
-0.50207231,-0.646013113,SFG
-0.711246676,0.150034062,SFG
-0.693568665,-0.004610971,SFG
-0.473513683,-0.45437425,SFG
-0.502496939,-0.693000972,SFG
-0.630547975,-0.212005919,SFG
-0.552197413,-0.060725102,SFG
-0.542519192,-0.184475309,SFG
-0.68278014,0.007400936,SFG
-0.345714709,-0.039123236,SFG
-0.44726024,-0.574226823,SFG
-0.334798028,-0.371369981,SFG
-0.07062688,0.241959054,AGN
-0.413971519,-0.048283722,SFG
-0.621991215,-0.106675262,SFG
-0.33502091,-0.253184895,SFG
-0.965549244,0.342846999,SFG
0.172548041,0.278975387,AGN
0.129243553,0.120120694,AGN
-0.604361798,-0.179684962,SFG
-0.876024509,0.266911968,SFG
-0.073652506,-0.053589935,SFG
-0.495470458,-0.451844124,SFG
-0.910162858,0.334812822,SFG
0.066409374,0.860561934,AGN
0.437420143,0.366075175,AGN
-0.849068784,0.31230096,SFG
0.151232299,0.146428865,AGN
-0.750225274,0.325686388,SFG
-0.422300051,-0.367932675,SFG
-0.055281717,0.194700045,AGN
0.233144418,0.636150203,AGN
-0.67932564,0.154951605,SFG
-0.350505439,-0.578270221,SFG
-0.254755835,-0.655787552,SFG
0.173168345,0.164251812,AGN
