plateifu,log(N/Ha),log(O/Hb),EW(Ha),KL_Calc,comparison,Classification
8317-1901,0.148962804,0.784594553,0.958942756,-0.7100913526543511,higher,Passive
8317-1902,-1.484341464,0.795417254,5.767419338,0.8778744010519546,lower,Unclassified
8317-3701,-0.285367145,0.257834006,0.984253675,0.38244568149704194,lower,Passive
8317-3702,-0.191210669,-0.975688331,1.034864753,0.26744985282444056,lower,Passive
8317-3703,0.391577658,0.365527527,1.35783422,-6.588395600580254,higher,Passive
8317-3704,-0.836627807,-0.211364824,0.504883446,0.7231493813830949,lower,Passive
8317-6101,-0.506965423,-0.267188304,7.455350757,0.5656176158959108,lower,SFG
8317-6102,-0.353096837,-0.277751614,18.44674349,0.4488964352927042,lower,SFG
8317-6103,0.185604987,0.067935069,0.62339025,-0.9549039966112205,higher,Passive
8317-6104,-0.579433679,0.092122829,4.70963347,0.6087341113530242,lower,Unclassified
8317-9101,-0.229666392,-0.460760144,28.34469461,0.31815592263005243,lower,SFG
8317-9102,-0.521521835,-0.109290837,6.495738387,0.5747840980728377,lower,SFG
8318-12701,-0.354292333,0.154169141,3.350247085,0.44997128011622545,lower,Unclassified
8318-12702,-0.231460191,-0.135816464,15.54175758,0.32038543337664616,lower,SFG
8318-12703,0.125986801,0.329068363,12.71562839,-0.5831877781817323,higher,AGN
8318-12704,-0.352882061,-0.588243158,5.986730456,0.44870300385610185,lower,Unclassified
8318-12705,-0.472821223,-0.69155132,21.46910858,0.5430056546043618,lower,SFG
8318-1901,0.108003676,0.52674143,5.962514758,-0.49509998460647364,higher,Unclassified
8318-1902,0.001023819,0.025619951,0.962060854,-0.11070571750423297,higher,Passive
8318-3701,-0.101707441,0.344778081,2.792103469,0.12302070910075824,higher,Passive
8318-3702,-0.502753706,-0.303406109,8.825261593,0.5629142369363535,lower,SFG
8318-3703,-0.06379973,0.618069613,11.93446589,0.04724932832019202,higher,AGN
8318-3704,-0.00064099,0.685725737,22.64490652,-0.1061047018025354,higher,AGN
8318-6101,-0.441438819,-0.759735405,23.95995474,0.5207285280329935,lower,SFG
8318-6102,0.091376601,0.055808738,55.84161949,-0.421099582358353,higher,AGN
8318-6103,-0.1493339,-0.010889539,1.182090074,0.20507086888025983,lower,Passive
8318-6104,-0.430657311,-0.572766105,11.72373509,0.5127168729439203,lower,SFG
8318-9101,-0.545014705,-0.286708691,42.86987495,0.5890234850834009,lower,SFG
8318-9102,-0.472970146,-0.547090505,23.46857214,0.5431078342325377,lower,SFG
8319-12701,-0.422862597,0.241354441,0.797248185,0.5068041733973542,lower,Passive
8319-12702,0.049269717,0.374029869,1.57028529,-0.2598599807230897,higher,Passive
8319-12703,-0.838819599,-0.278700833,0.889953375,0.7239311846597737,lower,Passive
8319-12704,-0.279024443,-0.457686019,20.03646708,0.3756073514012145,lower,SFG
8319-12705,-0.13019919,0.480371844,4.502434254,0.17367073770959274,higher,Unclassified
8319-1901,0.189762275,0.224496384,0.648252159,-0.9867233515758809,higher,Passive
8319-1902,-0.108160165,-0.01052548,1.886056572,0.13492904055401334,lower,Passive
8319-3701,-0.45893497,-0.56660715,29.40563488,0.5333340118523043,lower,SFG
8319-3702,0.09462019,0.302144569,1.649604678,-0.43502080226424544,higher,Passive
8319-3703,-0.358826633,-0.402105764,22.02965355,0.4540197892868628,lower,SFG
8319-3704,-0.509059892,-0.16214151,2.110680819,0.566953335557535,lower,Passive
8319-6101,-0.355801801,-0.361970393,0.334342204,0.45132396507088735,lower,Passive
8319-6102,-0.126345363,0.029728318,9.709614277,0.1671028034303672,lower,SFG
8319-6103,-0.084889943,-0.090496072,5.175482273,0.09068290533065215,lower,Unclassified
8319-6104,0.122520131,0.369793583,1.585828602,-0.5654973810583546,higher,Passive
8319-9101,-0.43977491,-0.572231925,14.7283113,0.5195044814986159,lower,SFG
8319-9102,0.132157988,0.027012231,1.092842504,-0.6155776911487256,higher,Passive
8322-12701,-0.648478778,-0.074381778,16.33481359,0.6446163843262478,lower,SFG
8322-12702,0.091120396,0.398430469,26.72945976,-0.4200101287056879,higher,AGN
8322-12703,-0.863683442,-0.260204434,5.600558599,0.7326200995003429,lower,Unclassified
8322-12704,-0.183600277,-0.156547083,32.87556744,0.256707861875646,lower,SFG
8322-12705,0.146411036,0.450501323,2.706192255,-0.6951075526790835,higher,Passive
8322-1901,-0.297580902,-0.595104239,132.6994781,0.39529549600492786,lower,SFG
8322-1902,0.201823635,0.163603223,0.495168336,-1.0846225231295086,higher,Passive
8322-3701,-0.257403322,0.095501577,141.5890732,0.3514005854100293,lower,SFG
8322-3702,0.080904561,0.150782127,3.137071609,-0.3777387572769775,higher,Unclassified
8322-3703,-0.163457239,0.211600679,2.154447466,0.22703050112274414,lower,Passive
8322-3704,-0.409625359,-0.39844823,17.80759239,0.4965229489364915,lower,SFG
8322-6101,-0.38205388,-0.285569133,9.108192205,0.47408283288376074,lower,SFG
8322-6102,-0.334950913,-0.387277694,31.71281862,0.43218981536828194,lower,SFG
8322-6103,-0.608073053,-0.109223787,88.64077759,0.6241756355911809,lower,SFG
8322-6104,0.048940789,0.238141101,2.634361684,-0.25872736200515045,higher,Passive
8322-9101,-0.696674677,0.177776339,199.1774139,0.6671464470553516,lower,SFG
8322-9102,-0.35329998,-0.403230753,17.36065102,0.4490792969532199,lower,SFG
8323-12701,-0.676221386,0.03685471,47.37355042,0.6578165950744178,lower,SFG
8323-12702,-1.068063692,0.407491649,20.71994114,0.7933974384982752,lower,SFG
8323-12703,-0.417222915,-0.268273145,4.836653113,0.5024614009772278,lower,Unclassified
8323-12704,-0.519526315,-0.309175932,4.945902824,0.5735434280492075,lower,Unclassified
8323-12705,0.195483922,0.348847532,3.194407403,-1.0320920699588312,higher,Unclassified
8323-1901,0.073328526,0.337338814,4.592311502,-0.3477964889907865,higher,Unclassified
8323-1902,0.258809048,0.512773814,3.319953501,-1.698381316638982,higher,Unclassified
8323-3701,-0.585319082,0.217609699,6.874535084,0.6119757697890277,lower,SFG
8323-3702,-0.024104147,0.311574743,1.541307837,-0.04455753954641484,higher,Passive
8323-3703,-0.258199449,-0.270564413,12.18711686,0.3523174106521467,lower,SFG
8323-3704,-0.534300221,-0.575653032,5.945249438,0.5826119030496557,lower,Unclassified
8323-6101,-0.046547742,0.06685668,10.80129743,0.009083019048411467,higher,AGN
8323-6102,0.073147704,0.617025298,4.304329634,-0.3470958065466252,higher,Unclassified
8323-6103,-0.049107566,-0.021312316,24.75229597,0.014906358617782,lower,SFG
8323-6104,-0.515335557,-0.158081398,3.239001989,0.5709215594967105,lower,Unclassified
8323-9101,0.235226835,-0.016229567,1.49579981,-1.4082526580497396,higher,Passive
8323-9102,-0.66166245,-0.035483619,18.78030586,0.6509700092107853,lower,SFG
8324-12701,-0.008188491,-0.100401627,20.37566996,-0.08564759813510436,lower,SFG
8324-12702,0.034161128,0.316395603,13.0727191,-0.20959980439743808,higher,AGN
8324-12703,-0.44623593,-0.724046974,29.51837969,0.5242326140822703,lower,SFG
8324-12704,-0.479157907,-0.343659516,5.857707262,0.5473250609816602,lower,Unclassified
8324-12705,-0.42745299,-0.131307333,2.140422165,0.5102986598774382,lower,Passive
8324-1901,-0.050329625,0.022496202,1.79520762,0.01766621254747891,higher,Passive
8324-1902,-0.119795564,0.384915857,1.383749574,0.1557433232237737,higher,Passive
8324-3701,-0.118911286,-0.16545949,13.05431151,0.15419033816920247,lower,SFG
8324-3702,-0.520918902,-0.282309831,16.40769672,0.5744097647458136,lower,SFG
8324-3703,0.210244737,-0.104746222,0.996833719,-1.1583643524866716,higher,Passive
8324-3704,-0.379167027,-0.332917845,3.008189261,0.4716489799950746,lower,Unclassified
8324-6101,0.022442763,0.122840831,1.835349947,-0.1729541644524899,higher,Passive
8324-6102,-0.541318391,-0.204674089,5.583347082,0.5868269484382392,lower,Unclassified
8324-6103,-0.369728595,-0.411304824,11.76583552,0.4635748149674478,lower,SFG
8324-6104,0.158221175,0.142682803,17.62370157,-0.7665151674428179,higher,AGN
8324-9101,-0.43780394,-0.58825638,28.69768,0.518048741449613,lower,SFG
8324-9102,-0.538493259,-0.119212064,4.759109378,0.5851372559447122,lower,Unclassified
8325-12701,-0.407902298,-0.58069692,3.021005929,0.4951618598223557,lower,Unclassified
8325-12702,-0.857034201,0.303303845,89.85989952,0.7303283505878535,lower,SFG
8325-12703,-0.264758204,-0.399907839,19.04397249,0.3597949111977523,lower,SFG
8325-12704,0.057795563,0.435197044,1.104054272,-0.28984821424908636,higher,Passive
8325-12705,-0.420656433,-0.413305132,4.801330924,0.5051118911864413,lower,Unclassified
8325-1901,-0.06118816,0.15153159,1.484993994,0.04163103033019411,higher,Passive
8325-1902,-0.018845935,0.333042522,0.723491386,-0.05783690796160568,higher,Passive
8325-3701,-0.789273075,0.136845673,73.18932152,0.7055935498740016,lower,SFG
8325-3702,-0.725017582,0.040113494,11.75508165,0.6795472592301993,lower,SFG
8325-3703,-0.699339175,0.019675889,20.29277563,0.6683378398316296,lower,SFG
8325-3704,-0.346976775,0.08638215,2.943310499,0.4433447477745006,lower,Passive
8325-6101,0.110091083,0.120741117,3.655294895,-0.5048732615035489,higher,Unclassified
8325-6102,-0.048432985,0.821310155,0.677780062,0.013377335838305138,higher,Passive
8325-6103,-0.067635587,0.340321162,1.028299153,0.055402486833521225,higher,Passive
8325-6104,-0.175343394,-0.271258789,5.714014649,0.24476680218407865,lower,Unclassified
8325-9101,0.028605894,0.323353661,2.563988149,-0.191984923921934,higher,Passive
8325-9102,-0.312004836,-0.412415479,14.44262075,0.4099536730230655,lower,SFG
8326-12701,-0.316731042,-0.410726799,19.46738434,0.414639721283554,lower,SFG
8326-12702,-0.419418793,-0.511056065,6.900480866,0.5041588587953301,lower,SFG
8326-12703,-0.475423017,-0.500347559,15.95679855,0.5447861761017396,lower,SFG
8326-12704,-0.687649933,-0.003764435,3.147228599,0.6630704139383387,lower,Unclassified
8326-12705,-0.851423515,0.214923065,7.608822703,0.7283766119827222,lower,SFG
8326-1901,-0.511556987,-0.031542226,1.599194854,0.5685383751743391,lower,Passive
8326-1902,0.072784976,0.432043634,3.154097974,-0.3456921645541786,higher,Unclassified
8326-3701,-0.115034546,0.198480975,5.2263726,0.14732653025245446,higher,Unclassified
8326-3702,0.195726737,0.043595798,1.169909373,-1.0340592952000573,higher,Passive
8326-3703,0.289331585,0.178455579,0.612308457,-2.186351090476994,higher,Passive
8326-3704,1.876679953,0.72461527,0.513106145,1.6236451932076408,lower,Passive
8326-6101,0.357905062,0.583511345,0.649258435,-4.2518157579961375,higher,Passive
8326-6102,0.035265981,0.383960432,39.67256737,-0.2131568116135858,higher,AGN
8326-6103,0.086075706,0.097226925,0.767163023,-0.3988549110674411,higher,Passive
8326-6104,1.83918407,0.215951144,1.016266659,1.6355208129904695,lower,Passive
8326-9101,0.006734201,0.096315144,0.81329231,-0.12673868720017478,higher,Passive
8326-9102,0.067057032,0.574179165,2.680897534,-0.323861882309856,higher,Passive
8327-12701,-0.317339248,-0.146140458,6.17304337,0.41523867373622914,lower,SFG
8327-12702,-0.410566324,-0.655952521,26.04320097,0.4972639920760812,lower,SFG
8327-12703,-0.45860257,-0.270878215,4.170054674,0.5330989535167882,lower,Unclassified
8327-12704,-0.461138668,-0.59708861,13.34098005,0.5348881235807511,lower,SFG
8327-12705,-0.345793879,0.119051914,3.886627018,0.4422621023490174,lower,Unclassified
8327-1901,-0.61469676,-0.012182833,16.96278048,0.6276308453249182,lower,SFG
8327-1902,-0.318115965,0.669462786,2.756702244,0.4160022292531531,higher,Passive
8327-3701,0.168643602,0.023830345,2.012401164,-0.8341813482254326,higher,Passive
8327-3702,0.042022716,0.165020907,3.400618613,-0.23530929281751334,higher,Unclassified
8327-3703,-0.503677882,-0.411776757,21.50475454,0.5635094415957986,lower,SFG
8327-3704,0.126904106,0.258074213,3.46343267,-0.5879285927566364,higher,Unclassified
8327-6101,0.169378646,0.351601796,1.227366433,-0.8391306385374073,higher,Passive
8327-6102,0.197814387,0.262391225,1.536690533,-1.0511177184445821,higher,Passive
8327-6103,0.216012566,0.486800688,4.405489802,-1.2116936207954287,higher,Unclassified
8327-6104,-0.174925324,-0.013923688,17.96281624,0.24415405892791375,lower,SFG
8327-9101,0.192602612,0.124682027,0.997518405,-1.0090113331564612,higher,Passive
8327-9102,-0.50451696,-0.280852247,28.48150015,0.564048862115237,lower,SFG
8328-12701,-0.183304742,0.165597427,7.678198218,0.25628566917703466,lower,SFG
8328-12702,-0.265005497,-0.473102693,55.6500721,0.3600742341522922,lower,SFG
8328-12703,-0.49214363,-0.477464692,1.512350976,0.5559990244907612,lower,Passive
8328-12704,-0.549193612,-0.085465251,16.78237152,0.591487614504397,lower,SFG
8328-12705,-0.544147643,-0.332249474,16.0292449,0.5885096704504197,lower,SFG
8328-1901,-0.34341125,0.138148745,3.36704731,0.44007184250279296,lower,Unclassified
8328-1902,0.015324541,0.249556792,12.73878551,-0.1516162845947664,higher,AGN
8328-3701,-0.425389845,-0.576580583,30.6328063,0.5087325013720699,lower,SFG
8328-3702,-0.243513007,-0.588805233,0.535594717,0.33507515067626503,lower,Passive
8328-3703,0.054203577,-0.04047341,0.632233113,-0.2770640877543096,higher,Passive
8328-3704,-0.764885211,0.03990172,5.797052145,0.6960269613998964,lower,Unclassified
8328-6101,0.412095718,0.275640431,1.680704355,-9.344626782869016,higher,Passive
8328-6102,0.215513777,0.160964971,7.344707608,-1.2069863390207964,higher,AGN
8328-6103,-0.169418013,-0.129208199,0.936781958,0.23600748243230985,lower,Passive
8328-6104,0.006978556,0.116404857,4.169576168,-0.127433583054525,higher,Unclassified
8328-9101,-0.222089905,-0.379327102,24.38762474,0.3086116202634107,lower,SFG
8328-9102,-0.442723285,-0.582914839,11.20457625,0.5216703868248523,lower,SFG
8329-12701,-0.392550848,-0.317106706,13.93765855,0.4827953158768443,lower,SFG
8329-12702,-0.745693521,0.046203245,10.16666889,0.6882287974207275,lower,SFG
8329-12703,-0.536676089,-0.147352152,10.05134034,0.5840454067942006,lower,SFG
8329-12704,-0.52067712,-0.232407702,19.93669081,0.5742595254445767,lower,SFG
8329-12705,-0.252720248,-0.186393441,0.45910345,0.34596663897536173,lower,Passive
8329-1901,-0.079953316,0.289694682,5.627960563,0.08081494328147665,higher,Unclassified
8329-1902,-0.570234838,0.102127106,0.998841524,0.6035939523302141,lower,Passive
8329-3701,0.011814222,0.057783868,10.33111978,-0.14133770031596238,higher,AGN
8329-3702,-0.702248861,0.271591738,32.49682426,0.6696326784402821,lower,SFG
8329-3703,0.201975755,0.060771583,0.383266386,-1.0859135092424195,higher,Passive
8329-3704,-0.338501661,-1.247995015,0.832058609,0.43551793839790265,lower,Passive
8329-6101,-0.129917088,-0.00574645,0.446103424,0.17319282413905834,lower,Passive
8329-6102,0.218529833,0.354685021,11.17058396,-1.235735057471052,higher,AGN
8329-6103,-0.212585873,-0.036096538,15.38925385,0.2963395476981985,lower,SFG
8329-6104,-0.300923222,-0.436576342,53.60694504,0.3987409192092023,lower,SFG
8329-9101,0.089258244,0.247188497,0.859419525,-0.4121358056666631,higher,Passive
8329-9102,-0.504375344,-0.249714527,5.314950943,0.5639578861921611,lower,Unclassified
8330-12701,-0.334627493,-0.519216182,16.47045493,0.43188521358416954,lower,SFG
8330-12702,-0.344120031,0.178281042,30.40794086,0.44072473741897156,lower,SFG
8330-12703,-0.451478667,-0.72904841,23.99254417,0.5280204861541302,lower,SFG
8330-12704,-0.481616388,-0.412998786,9.986919165,0.5489853982212,lower,SFG
8330-12705,0.022205902,0.313691012,1.138891667,-0.17223322889798354,higher,Passive
8330-1901,-0.03276913,0.211402247,2.832504392,-0.0232805369335225,higher,Passive
8330-1902,-0.427309264,-0.6296725,27.95163155,0.5101897891026342,lower,SFG
8330-3701,-0.121584451,0.752356767,0.618282773,0.1588708028602328,higher,Passive
8330-3702,0.203820603,0.468713202,4.114045382,-1.1016875117873983,higher,Unclassified
8330-3703,0.094363917,0.292027486,1.624934435,-0.4339121522305942,higher,Passive
8330-3704,-0.428850177,-0.473455812,38.40750408,0.5113551984425987,lower,SFG
8330-6101,0.025867877,0.187187199,1.807656556,-0.18346516590514672,higher,Passive
8330-6102,-0.361616623,-0.423080169,10.83669329,0.45648892875725977,lower,SFG
8330-6103,0.118952163,0.280373827,4.189911008,-0.5476549168140867,higher,Unclassified
8330-6104,0.115941367,0.15568293,0.21323007,-0.5328784815423497,higher,Passive
8330-9101,-0.395959005,-0.434564558,8.421887636,0.4855786631031106,lower,SFG
8330-9102,0.1053829,0.029668584,3.869168699,-0.48298790978261863,higher,Unclassified
8331-12701,-0.238210785,0.490513146,0.698390648,0.32867451199574715,higher,Passive
8331-12702,0.275471227,0.218410383,1.320817351,-1.9457829003527412,higher,Passive
8331-12703,-0.699553851,0.122606897,15.02326727,0.6684335928795124,lower,SFG
8331-12704,-0.201010581,-0.477899537,71.78408051,0.28092342613893895,lower,SFG
8331-12705,0.210485711,0.569953199,3.992580831,-1.1605449443672065,higher,Unclassified
8331-1901,-0.384836263,-0.790688053,3.426555216,0.476413051946066,lower,Unclassified
8331-1902,-0.303833447,-0.307317956,8.369506359,0.40171667835649894,lower,SFG
8331-3701,0.367034913,0.326939304,4.906811953,-4.734338217671786,higher,Unclassified
8331-3702,-0.65221781,0.189241143,2.145412952,0.6464335064331228,lower,Passive
8331-3703,-0.439822358,-0.746179824,40.68309879,0.5195394484029595,lower,SFG
8331-3704,-0.293761891,-0.076530033,5.255431056,0.3913217637746734,lower,Unclassified
8331-6101,-0.387703892,-0.727966096,13.81458473,0.4787988434125001,lower,SFG
8331-6102,0.103977944,0.15618076,10.01495385,-0.47656623556040567,higher,AGN
8331-6103,0.182302826,0.252612436,0.477483459,-0.930284991051042,higher,Passive
8331-6104,-0.129960906,0.05780341,3.170215368,0.17326708640579325,lower,Unclassified
8331-9101,0.336534328,0.351801304,1.897781342,-3.3804636320266686,higher,Passive
8331-9102,0.400618525,-0.429878814,0.650989205,-7.6019722087199835,higher,Passive
8332-12701,-0.581774618,-0.225325938,26.99195337,0.6100278371806078,lower,SFG
8332-12702,0.114765001,0.267522597,7.006699622,-0.5271731437419545,higher,AGN
8332-12703,-0.082570941,-0.025506007,7.399838328,0.08606934650586329,lower,SFG
8332-12704,-0.210934768,-0.004418369,48.97796154,0.2941726334643555,lower,SFG
8332-12705,0.166930578,0.549893918,6.078792453,-0.8227401701383124,higher,AGN
8332-1901,-0.892560328,-0.232217865,0.753246769,0.7423134003942612,lower,Passive
8332-1902,-0.404319171,-0.477240401,213.4784088,0.49231428037622194,lower,SFG
8332-3701,-0.139789823,-0.226475484,11.31438756,0.18965532878366842,lower,SFG
8332-3702,-0.361056593,-0.219177922,49.50592709,0.4559946324497782,lower,SFG
8332-3703,-0.332550939,0.358529081,0.982694358,0.42992363555131285,lower,Passive
8332-3704,-0.30818604,-0.525902438,10.56750154,0.4061257480280679,lower,SFG
8332-6101,0.25432828,0.135299692,0.967281967,-1.638372676770047,higher,Passive
8332-6102,0.059181323,0.433214659,0.989548907,-0.2948399893951268,higher,Passive
8332-6103,0.006681941,0.446210769,3.809204936,-0.12659016554759428,higher,Unclassified
8332-6104,0.068126632,0.441438573,2.238947392,-0.32789107856482813,higher,Passive
8332-9101,-0.398565558,-0.483383551,11.1685245,0.48769262160865,lower,SFG
8332-9102,-0.294254986,-0.254323785,25.70656443,0.391837068551359,lower,SFG
8333-12701,0.025172763,0.051311038,9.319181204,-0.18131890599585754,higher,AGN
8333-12702,-0.160027944,-0.697225335,1.198551267,0.22178897728383917,lower,Passive
8333-12703,-0.341199517,-0.120432473,24.85933161,0.43802716567692423,lower,SFG
8333-12704,0.057129598,0.028232401,0.302118182,-0.2874612010090276,higher,Passive
8333-12705,-0.422386499,-0.71055421,2.405241638,0.5064396809190185,lower,Passive
8333-1901,0.061431686,-0.436390535,0.230438132,-0.30301837440090873,lower,Passive
8333-1902,-0.726638188,0.15784023,50.90946865,0.6802385649086439,lower,SFG
8333-3701,-0.279611009,-0.352282637,8.929130793,0.3762446086354102,lower,SFG
8333-3702,-0.357466113,-0.678191808,3.623666048,0.4528096904313953,lower,Unclassified
8333-3703,0.212585565,0.012133303,0.502528153,-1.1797194759105105,higher,Passive
8333-3704,0.302251542,0.011775309,1.306552351,-2.446397063035894,higher,Passive
8333-6101,-0.005592818,0.069733108,1.4567132,-0.09260978070530923,higher,Passive
8333-6102,-0.023462931,-0.084487397,1.780301541,-0.04616174930067851,lower,Passive
8333-6103,0.001598504,0.175302606,0.481966056,-0.11230156224778587,higher,Passive
8333-6104,-0.311582665,-0.094034848,0.280318029,0.4095323318743257,lower,Passive
8333-9101,-0.418262403,0.161435638,0.834847197,0.503265992189022,lower,Passive
8333-9102,-0.09351075,-0.119282425,0.513566822,0.10750068654413414,lower,Passive
8334-12701,-0.361830527,-0.190032696,15.62415814,0.4566775500534136,lower,SFG
8334-12702,-0.584928495,-0.107602082,26.87448359,0.611761756468622,lower,SFG
8334-12703,-0.167313368,-0.70479808,2.659047604,0.23285704548409836,lower,Passive
8334-12704,-0.146126498,0.03294764,11.82330966,0.19994357168517685,lower,SFG
8334-12705,-0.527437592,-0.267060584,2.86864233,0.5784329156104234,lower,Passive
8334-1901,0.637500949,0.203321495,4.350614488,4.831770411700772,lower,Unclassified
8334-1902,-0.513098988,-0.333403296,71.68650055,0.5695131442043555,lower,SFG
8334-3701,-1.313816199,0.369676814,0.272665769,0.8480365172477055,lower,Passive
8334-3702,0.141321076,0.687935006,10.99882746,-0.6659145581235992,higher,AGN
8334-3703,0.086820129,0.2536263,13.69749236,-0.4019416602131485,higher,AGN
8334-3704,-0.371924273,-0.502152335,12.70709467,0.46546927964624674,lower,SFG
8334-6101,0.070509118,0.12804742,1.87784791,-0.336943486034307,higher,Passive
8334-6102,-0.546146018,-0.154242716,18.6504674,0.5896925744976939,lower,SFG
8334-6103,-0.454603591,-0.179039388,51.6334486,0.530257807845784,lower,SFG
8334-6104,-0.45525317,-0.419488482,11.82370877,0.5307209834255417,lower,SFG
8334-9101,0.185657072,0.355100504,2.574079752,-0.9552968930530255,higher,Passive
8334-9102,-0.465389474,-0.465538849,14.58215427,0.5378652294520047,lower,SFG
8335-12701,-0.464156338,-0.283505811,8.134242058,0.5370043769054853,lower,SFG
8335-12702,-0.475991297,0.095012846,4.046758831,0.5451737717519403,lower,Unclassified
8335-12703,-0.428138497,-0.177026252,5.629243731,0.5108174440383663,lower,Unclassified
8335-12704,-0.394666002,-0.159726104,1.930155595,0.4845252865394839,lower,Passive
8335-12705,-0.250925071,0.320753654,37.12708092,0.3438649097695201,lower,SFG
8335-1901,-0.207303512,0.272293919,0.737130582,0.28936979626941595,lower,Passive
8335-1902,0.655415274,-0.148497251,1.275611788,4.479912351018072,lower,Passive
8335-3701,-0.545885971,-0.34841937,5.412510276,0.5895389075020506,lower,Unclassified
8335-3702,-0.376039341,-0.378812667,12.92706943,0.4689933393889303,lower,SFG
8335-3703,-0.258616944,-0.154515914,16.00785613,0.3527973998913755,lower,SFG
8335-3704,-0.471628769,-0.237436869,35.35940075,0.5421863179182453,lower,SFG
8335-6101,-0.440615124,-0.05896461,34.58107662,0.5201231399271159,lower,SFG
8335-6102,-0.679651536,0.138198319,19.27216959,0.6594044404773447,lower,SFG
8335-6103,-0.439814069,0.048447171,1.355957806,0.519533340069728,lower,Passive
8335-6104,0.23709917,0.590248225,3.193116486,-1.4291405157293773,higher,Unclassified
8335-9101,0.123095419,0.066829822,0.997372881,-0.5684086040074519,higher,Passive
8335-9102,-0.649142714,0.058666414,22.57808304,0.6449399353905815,lower,SFG
8336-12701,-0.032548759,0.054587705,0.711071,-0.023812568583021942,higher,Passive
8336-12702,-0.07665976,0.240766558,5.370757818,0.0741322434268803,higher,Unclassified
8336-12703,-0.377302995,-0.299402513,26.3060689,0.4700686370759257,lower,SFG
8336-12704,0.147520571,0.210449177,8.03250885,-0.7015935254896524,higher,AGN
8336-12705,-0.544323358,-0.241809457,6.926831007,0.5886138688526582,lower,SFG
8336-1901,0.309549537,-0.142662792,0.285124764,-2.6117964460470273,higher,Passive
8336-1902,0.022119638,0.202930364,0.902276129,-0.17197085595818118,higher,Passive
8336-3701,-0.724591551,0.036835605,7.846644998,0.6793652148390257,lower,SFG
8336-3702,0.013936247,0.203755718,0.494284414,-0.14753229891085007,higher,Passive
8336-3703,-0.140104854,0.130807067,4.766016126,0.19017186226156468,lower,Unclassified
8336-3704,-0.22568163,0.209850349,0.742958181,0.3131621280556164,lower,Passive
8336-6101,-0.502116619,-0.710225908,19.52390289,0.5625032695897157,lower,SFG
8336-6102,-0.467179647,-0.997106388,5.218679786,0.5391109181119466,lower,Unclassified
8336-6103,0.115004379,0.189091681,2.805842698,-0.5283310551315223,higher,Passive
8336-6104,0.336489166,0.351855691,1.466657877,-3.3789176055929677,higher,Passive
8336-9101,-0.759939791,0.111495592,6.188567162,0.6940407632441579,lower,SFG
8336-9102,-0.498800771,-0.65844007,19.67254257,0.5603555795374154,lower,SFG
8337-12701,-0.358464158,-0.382866375,12.2040801,0.4536977784620103,lower,SFG
8337-12702,-0.521665706,-0.076061556,11.31825376,0.5748733536823546,lower,SFG
8337-12703,-0.469728705,-0.459903949,15.88652349,0.5408764851447205,lower,SFG
8337-12704,-0.808519879,0.210137891,25.04962921,0.7128857915943284,lower,SFG
8337-12705,-0.787230275,0.123102089,6.341580272,0.7048064661424097,lower,SFG
8337-1901,0.072432352,0.770115367,13.48081779,-0.3443300770791089,higher,AGN
8337-1902,-0.615017699,-0.103439507,13.8829124,0.6277971893341437,lower,SFG
8337-3701,-1.128049523,0.203466981,2.698274076,0.8082846706434641,lower,Passive
8337-3702,-0.316738032,-0.029045328,0.548354238,0.4146466101946371,lower,Passive
8337-3703,-0.283883334,0.09899347,55.49165249,0.38085623399654556,lower,SFG
8337-3704,0.466533552,0.189344431,1.250184759,-174.7826382741088,higher,Passive
8337-6101,-0.364593994,-0.653234536,67.47875977,0.459105691647237,lower,SFG
8337-6102,-0.040762993,0.18440712,2.300583661,-0.004291693721044654,higher,Passive
8337-6103,0.047922135,0.479961799,10.31757522,-0.25523096467046424,higher,AGN
8337-6104,-0.387157939,-0.605143214,100.3432274,0.4783458552438373,lower,SFG
8337-9101,-0.723400575,0.032984336,5.774887204,0.6788556174861906,lower,Unclassified
8337-9102,-0.55319592,-0.132308759,32.63743687,0.5938287408339158,lower,SFG
8341-12701,-0.52569965,-0.195275434,11.85128975,0.5773654570431956,lower,SFG
8341-12702,0.13326828,0.24195577,4.48817575,-0.6215311500799512,higher,Unclassified
8341-12703,-0.805732234,0.257719049,6.12048912,0.7118432334445505,lower,SFG
8341-12704,0.048569257,0.600314092,51.43827438,-0.25745016857965686,higher,AGN
8341-12705,-0.649528321,-0.068562096,75.4929142,0.6451276742555939,lower,SFG
8341-1901,-0.033087722,0.36950714,0.600924477,-0.022512198816889484,higher,Passive
8341-1902,-0.474794173,-0.505130707,7.216822147,0.5443567292936723,lower,SFG
8341-3701,-0.53016398,0.019484427,0.618287019,0.5801000114001306,lower,Passive
8341-3702,-0.447348313,-0.313089442,30.88546991,0.5250399282851245,lower,SFG
8341-3703,0.160421851,0.54599788,2.347499192,-0.7804233065880888,higher,Passive
8341-3704,0.279268964,0.145681613,4.901440024,-2.00822097542636,higher,Unclassified
8341-6101,0.167304901,0.295930834,3.276405036,-0.8252291927263746,higher,Unclassified
8341-6102,-0.447657068,-0.619247382,59.66944599,0.5252636608254184,lower,SFG
8341-6103,-0.681673389,0.251282179,6.955806136,0.6603359426150637,lower,SFG
8341-6104,-0.403722253,0.691746818,0.588751033,0.4918376287138012,higher,Passive
8341-9101,-0.354156723,-0.312795588,13.70337033,0.44984951286989616,lower,SFG
